ABATTOIR
ABBEY
ADIT
AGGREGATE FIELD SYSTEM
AGRICULTURAL BUILDING
AIRCRAFT
ALLOTMENT
ALMSHOUSE
ANIMAL BURIAL
ANIMAL HOUSE
ANIMAL SHED
ANIMAL WASH
APIARY
APPROACH ROAD
AQUEDUCT
ARBORETUM
ARBOUR
ARCH BRIDGE
ARCHERY BUTTS
ARSENAL
ARSENIC MINE
AUCTION HOUSE
BAKEHOUSE
BANJO ENCLOSURE
BANK (EARTHWORK)
BANK BARN
BARK HOUSE
BARK MILL
BARK PEELERS HUT
BARN
BARROW
BARYTES MINE
BATH HOUSE
BEACON
BEE BOLE
BEEHIVE
BELL PIT
BENCH
BIELD
BIVALLATE HILLFORT
BLACKSMITHS WORKSHOP
BLAST FURNACE
BLOOMERY
BOAT HOUSE
BOBBIN MILL
BOMB CRATER
BOMBING DECOY
BOTHY
BOUNDARY
BOUNDARY BANK
BOUNDARY CAIRN
BOUNDARY CROSS
BOUNDARY DITCH
BOUNDARY MARKER
BOUNDARY POST
BOUNDARY STONE
BOUNDARY WALL
BOUSE TEAM
BOWL BARROW
BOWLING GREEN
BREWERY
BRICK KILN
BRICKWORKS
BRIDGE
BRIDLEWAY
BROAD RIDGE AND FURROW
BUILDING
BUILDING PLATFORM
BULL PEN
BUNGALOW
BURIAL
BURIAL CAIRN
BURNT MOUND
BUTTS
CAIRN
CAIRN ALIGNMENT
CAIRNFIELD
CALF HOUSE
CAR PARK
CARDING MILL
CARRIAGE WORKS
CARRIAGEWAY
CART LOADING BAY
CART SHED
CARVED STONE
CASTLE
CATTLE TROUGH
CAUSEWAY
CAUSEWAYED ENCLOSURE
CAVE
CEMETERY
CHALET
CHAPEL
CHARCOAL BURNERS HUT
CHARCOAL BURNERS SITE
CHARCOAL BURNING PLATFORM
CHARCOAL STORE
CHIMNEY
CHURCH
CHURCHYARD
CHURN STAND
CIRCULAR ENCLOSURE
CIRCULAR PLATFORM
CIST
CISTERCIAN GRANGE
CLAPPER BRIDGE
CLEARANCE
CLEARANCE CAIRN
CLUBHOUSE
COACH HOUSE
COACHING INN
COACHMANS COTTAGE
COAL SHED
COBALT MINE
COCKPIT
COMBINATION FARM BUILDING
COMMEMORATIVE MONUMENT
COMMEMORATIVE STONE
COMMON LAND
COPPER MINE
COPPER WORKING SITE
COPPER WORKS
COPPICE
CORN DRYING KILN
CORN DRYING OVEN
CORN MILL
CORPSE ROAD
COTTAGE GARDEN
COTTAGE HOME
COTTON MILL
COUNTRY HOUSE
COVERED WAY
COVERED YARD
COW HOUSE
CRANE
CREMATION
CROFT
CROSS
CRUCK BARN
CRUCK HOUSE
CRUSHING MILL
CULTIVATION TERRACE
CULVERT
CUP AND RING MARKED STONE
CUP MARKED STONE
CURVILINEAR ENCLOSURE
D SHAPED ENCLOSURE
DAIRY
DAM
DATE STONE
DEER PARK
DEER POUND
DESERTED SETTLEMENT
DETACHED HOUSE
DEWPOND
DIPPING HOUSE
DISTILLERY
DITCH
DITCHED ENCLOSURE
DOVECOTE
DRAIN
DRAINAGE DITCH
DRAINAGE LEVEL
DRAINAGE SYSTEM
DRESSING FLOOR
DRESSING SHED
DRIFT MINE
DRINKING FOUNTAIN
DRIVE
DROVE ROAD
DRYING HOUSE
